,frame.time,count_First,count_Last,count_CumSum
0,2024-01-10 11:01:00+01:00,13,1,12
1,2024-01-10 11:02:00+01:00,2,0,14
2,2024-01-10 11:03:00+01:00,3,0,17
3,2024-01-10 11:04:00+01:00,0,0,17
4,2024-01-10 11:05:00+01:00,0,0,17
5,2024-01-10 11:06:00+01:00,0,0,17
6,2024-01-10 11:07:00+01:00,1,1,17
7,2024-01-10 11:08:00+01:00,3,0,20
8,2024-01-10 11:09:00+01:00,2,0,22
9,2024-01-10 11:10:00+01:00,2,1,23
10,2024-01-10 11:11:00+01:00,5,1,27
11,2024-01-10 11:12:00+01:00,3,0,30
12,2024-01-10 11:13:00+01:00,2,1,31
13,2024-01-10 11:14:00+01:00,4,1,34
14,2024-01-10 11:15:00+01:00,2,0,36
15,2024-01-10 11:16:00+01:00,6,1,41
16,2024-01-10 11:17:00+01:00,4,0,45
17,2024-01-10 11:18:00+01:00,0,0,45
18,2024-01-10 11:19:00+01:00,6,0,51
19,2024-01-10 11:20:00+01:00,3,1,53
20,2024-01-10 11:21:00+01:00,2,0,55
21,2024-01-10 11:22:00+01:00,3,2,56
22,2024-01-10 11:23:00+01:00,3,0,59
23,2024-01-10 11:24:00+01:00,1,1,59
24,2024-01-10 11:25:00+01:00,4,1,62
25,2024-01-10 11:26:00+01:00,6,1,67
26,2024-01-10 11:27:00+01:00,3,0,70
27,2024-01-10 11:28:00+01:00,4,1,73
28,2024-01-10 11:29:00+01:00,9,4,78
29,2024-01-10 11:30:00+01:00,7,0,85
30,2024-01-10 11:31:00+01:00,8,6,87
31,2024-01-10 11:32:00+01:00,8,4,91
32,2024-01-10 11:33:00+01:00,4,2,93
33,2024-01-10 11:34:00+01:00,6,5,94
34,2024-01-10 11:35:00+01:00,13,2,105
35,2024-01-10 11:36:00+01:00,9,1,113
36,2024-01-10 11:37:00+01:00,8,1,120
37,2024-01-10 11:38:00+01:00,7,3,124
38,2024-01-10 11:39:00+01:00,18,8,134
39,2024-01-10 11:40:00+01:00,7,4,137
40,2024-01-10 11:41:00+01:00,9,4,142
41,2024-01-10 11:42:00+01:00,12,3,151
42,2024-01-10 11:43:00+01:00,6,3,154
43,2024-01-10 11:44:00+01:00,21,3,172
44,2024-01-10 11:45:00+01:00,7,3,176
45,2024-01-10 11:46:00+01:00,5,2,179
46,2024-01-10 11:47:00+01:00,6,3,182
47,2024-01-10 11:48:00+01:00,7,7,182
48,2024-01-10 11:49:00+01:00,7,8,181
49,2024-01-10 11:50:00+01:00,11,6,186
50,2024-01-10 11:51:00+01:00,14,3,197
51,2024-01-10 11:52:00+01:00,12,9,200
52,2024-01-10 11:53:00+01:00,12,6,206
53,2024-01-10 11:54:00+01:00,27,12,221
54,2024-01-10 11:55:00+01:00,32,12,241
55,2024-01-10 11:56:00+01:00,19,11,249
56,2024-01-10 11:57:00+01:00,16,2,263
57,2024-01-10 11:58:00+01:00,22,9,276
58,2024-01-10 11:59:00+01:00,23,6,293
59,2024-01-10 12:00:00+01:00,29,10,312
60,2024-01-10 12:01:00+01:00,30,8,334
