,frame.time,count_First,count_Last,count_CumSum
126,2024-01-12 13:03:00+01:00,22,16.0,300.0
127,2024-01-12 13:04:00+01:00,39,36.0,303.0
128,2024-01-12 13:05:00+01:00,20,24.0,299.0
129,2024-01-12 13:06:00+01:00,18,15.0,302.0
130,2024-01-12 13:07:00+01:00,33,37.0,298.0
131,2024-01-12 13:08:00+01:00,35,37.0,296.0
132,2024-01-12 13:09:00+01:00,19,15.0,300.0
133,2024-01-12 13:10:00+01:00,31,33.0,298.0
134,2024-01-12 13:11:00+01:00,23,31.0,290.0
135,2024-01-12 13:12:00+01:00,23,35.0,278.0
136,2024-01-12 13:13:00+01:00,19,24.0,273.0
137,2024-01-12 13:14:00+01:00,21,20.0,274.0
138,2024-01-12 13:15:00+01:00,15,29.0,260.0
139,2024-01-12 13:16:00+01:00,19,19.0,260.0
140,2024-01-12 13:17:00+01:00,26,27.0,259.0
141,2024-01-12 13:18:00+01:00,20,28.0,251.0
142,2024-01-12 13:19:00+01:00,21,27.0,245.0
143,2024-01-12 13:20:00+01:00,16,25.0,236.0
144,2024-01-12 13:21:00+01:00,19,22.0,233.0
145,2024-01-12 13:22:00+01:00,19,21.0,231.0
146,2024-01-12 13:23:00+01:00,13,17.0,227.0
147,2024-01-12 13:24:00+01:00,14,15.0,226.0
148,2024-01-12 13:25:00+01:00,11,14.0,223.0
149,2024-01-12 13:26:00+01:00,30,31.0,222.0
150,2024-01-12 13:27:00+01:00,14,15.0,221.0
151,2024-01-12 13:28:00+01:00,14,23.0,212.0
152,2024-01-12 13:29:00+01:00,18,30.0,200.0
153,2024-01-12 13:30:00+01:00,15,25.0,190.0
154,2024-01-12 13:31:00+01:00,17,19.0,188.0
155,2024-01-12 13:32:00+01:00,19,23.0,184.0
156,2024-01-12 13:33:00+01:00,15,17.0,182.0
157,2024-01-12 13:34:00+01:00,15,18.0,179.0
158,2024-01-12 13:35:00+01:00,10,10.0,179.0
159,2024-01-12 13:36:00+01:00,15,17.0,177.0
160,2024-01-12 13:37:00+01:00,7,12.0,172.0
161,2024-01-12 13:38:00+01:00,12,12.0,172.0
162,2024-01-12 13:39:00+01:00,13,15.0,170.0
163,2024-01-12 13:40:00+01:00,16,21.0,165.0
164,2024-01-12 13:41:00+01:00,12,16.0,161.0
165,2024-01-12 13:42:00+01:00,15,10.0,166.0
166,2024-01-12 13:43:00+01:00,7,10.0,163.0
167,2024-01-12 13:44:00+01:00,13,18.0,158.0
168,2024-01-12 13:45:00+01:00,11,14.0,155.0
169,2024-01-12 13:46:00+01:00,11,11.0,155.0
170,2024-01-12 13:47:00+01:00,13,15.0,153.0
171,2024-01-12 13:48:00+01:00,10,17.0,146.0
172,2024-01-12 13:49:00+01:00,10,11.0,145.0
173,2024-01-12 13:50:00+01:00,24,24.0,145.0
174,2024-01-12 13:51:00+01:00,13,16.0,142.0
175,2024-01-12 13:52:00+01:00,4,10.0,136.0
176,2024-01-12 13:53:00+01:00,12,11.0,137.0
177,2024-01-12 13:54:00+01:00,20,27.0,130.0
178,2024-01-12 13:55:00+01:00,5,11.0,124.0
179,2024-01-12 13:56:00+01:00,8,13.0,119.0
180,2024-01-12 13:57:00+01:00,12,17.0,114.0
181,2024-01-12 13:58:00+01:00,18,20.0,112.0
182,2024-01-12 13:59:00+01:00,5,14.0,103.0
183,2024-01-12 14:00:00+01:00,7,15.0,95.0
184,2024-01-12 14:01:00+01:00,5,13.0,87.0
185,2024-01-12 14:02:00+01:00,5,13.0,79.0
186,2024-01-12 14:03:00+01:00,8,15.0,72.0
187,2024-01-12 14:04:00+01:00,9,21.0,60.0
188,2024-01-12 14:05:00+01:00,2,8.0,54.0
189,2024-01-12 14:06:00+01:00,4,11.0,47.0
190,2024-01-12 14:07:00+01:00,3,9.0,41.0
191,2024-01-12 14:08:00+01:00,6,21.0,26.0
192,2024-01-12 14:09:00+01:00,6,20.0,12.0
193,2024-01-12 14:10:00+01:00,1,12.0,1.0
