,frame.time,count_First,count_Last,count_CumSum
1,2024-01-09 11:05:00+01:00,8.0,2.0,6.0
2,2024-01-09 11:06:00+01:00,4.0,1.0,9.0
3,2024-01-09 11:07:00+01:00,0.0,0.0,9.0
4,2024-01-09 11:08:00+01:00,0.0,0.0,9.0
5,2024-01-09 11:09:00+01:00,3.0,1.0,11.0
6,2024-01-09 11:10:00+01:00,3.0,0.0,14.0
7,2024-01-09 11:11:00+01:00,6.0,2.0,18.0
8,2024-01-09 11:12:00+01:00,7.0,1.0,24.0
9,2024-01-09 11:13:00+01:00,6.0,1.0,29.0
10,2024-01-09 11:14:00+01:00,13.0,3.0,39.0
11,2024-01-09 11:15:00+01:00,8.0,2.0,45.0
12,2024-01-09 11:16:00+01:00,6.0,0.0,51.0
13,2024-01-09 11:17:00+01:00,2.0,1.0,52.0
14,2024-01-09 11:18:00+01:00,11.0,4.0,59.0
15,2024-01-09 11:19:00+01:00,13.0,3.0,69.0
16,2024-01-09 11:20:00+01:00,9.0,2.0,76.0
17,2024-01-09 11:21:00+01:00,12.0,6.0,82.0
18,2024-01-09 11:22:00+01:00,5.0,0.0,87.0
19,2024-01-09 11:23:00+01:00,7.0,3.0,91.0
20,2024-01-09 11:24:00+01:00,4.0,2.0,93.0
21,2024-01-09 11:25:00+01:00,4.0,1.0,96.0
22,2024-01-09 11:26:00+01:00,6.0,3.0,99.0
23,2024-01-09 11:27:00+01:00,2.0,3.0,98.0
24,2024-01-09 11:28:00+01:00,6.0,7.0,97.0
25,2024-01-09 11:29:00+01:00,3.0,1.0,99.0
26,2024-01-09 11:30:00+01:00,7.0,1.0,105.0
27,2024-01-09 11:31:00+01:00,3.0,3.0,105.0
28,2024-01-09 11:32:00+01:00,11.0,1.0,115.0
29,2024-01-09 11:33:00+01:00,3.0,1.0,117.0
30,2024-01-09 11:34:00+01:00,3.0,0.0,120.0
31,2024-01-09 11:35:00+01:00,7.0,5.0,122.0
32,2024-01-09 11:36:00+01:00,7.0,2.0,127.0
33,2024-01-09 11:37:00+01:00,11.0,3.0,135.0
34,2024-01-09 11:38:00+01:00,8.0,5.0,138.0
35,2024-01-09 11:39:00+01:00,9.0,9.0,138.0
36,2024-01-09 11:40:00+01:00,5.0,10.0,133.0
37,2024-01-09 11:41:00+01:00,12.0,10.0,135.0
38,2024-01-09 11:42:00+01:00,11.0,8.0,138.0
39,2024-01-09 11:43:00+01:00,10.0,6.0,142.0
40,2024-01-09 11:44:00+01:00,9.0,8.0,143.0
41,2024-01-09 11:45:00+01:00,6.0,14.0,135.0
42,2024-01-09 11:46:00+01:00,12.0,13.0,134.0
43,2024-01-09 11:47:00+01:00,8.0,10.0,132.0
44,2024-01-09 11:48:00+01:00,9.0,9.0,132.0
45,2024-01-09 11:49:00+01:00,10.0,12.0,130.0
46,2024-01-09 11:50:00+01:00,9.0,7.0,132.0
47,2024-01-09 11:51:00+01:00,33.0,15.0,150.0
48,2024-01-09 11:52:00+01:00,9.0,6.0,153.0
49,2024-01-09 11:53:00+01:00,27.0,19.0,161.0
50,2024-01-09 11:54:00+01:00,20.0,11.0,170.0
51,2024-01-09 11:55:00+01:00,20.0,12.0,178.0
52,2024-01-09 11:56:00+01:00,22.0,13.0,187.0
53,2024-01-09 11:57:00+01:00,25.0,11.0,201.0
54,2024-01-09 11:58:00+01:00,19.0,12.0,208.0
55,2024-01-09 11:59:00+01:00,15.0,14.0,209.0
56,2024-01-09 12:00:00+01:00,21.0,22.0,208.0
57,2024-01-09 12:01:00+01:00,14.0,8.0,214.0
58,2024-01-09 12:02:00+01:00,27.0,17.0,224.0
59,2024-01-09 12:03:00+01:00,42.0,30.0,236.0
60,2024-01-09 12:04:00+01:00,93.0,63.0,266.0
61,2024-01-09 12:05:00+01:00,21.0,13.0,274.0
62,2024-01-09 12:06:00+01:00,23.0,10.0,287.0
63,2024-01-09 12:07:00+01:00,24.0,16.0,295.0
64,2024-01-09 12:08:00+01:00,26.0,16.0,305.0
65,2024-01-09 12:09:00+01:00,16.0,14.0,307.0
66,2024-01-09 12:10:00+01:00,18.0,9.0,316.0
67,2024-01-09 12:11:00+01:00,23.0,16.0,323.0
68,2024-01-09 12:12:00+01:00,21.0,16.0,328.0
69,2024-01-09 12:13:00+01:00,16.0,18.0,326.0
70,2024-01-09 12:14:00+01:00,17.0,17.0,326.0
71,2024-01-09 12:15:00+01:00,15.0,9.0,332.0
72,2024-01-09 12:16:00+01:00,14.0,10.0,336.0
73,2024-01-09 12:17:00+01:00,15.0,15.0,336.0
74,2024-01-09 12:18:00+01:00,8.0,10.0,334.0
75,2024-01-09 12:19:00+01:00,9.0,12.0,331.0
76,2024-01-09 12:20:00+01:00,9.0,8.0,332.0
77,2024-01-09 12:21:00+01:00,6.0,15.0,323.0
78,2024-01-09 12:22:00+01:00,5.0,12.0,316.0
79,2024-01-09 12:23:00+01:00,14.0,17.0,313.0
80,2024-01-09 12:24:00+01:00,11.0,13.0,311.0
81,2024-01-09 12:25:00+01:00,11.0,20.0,302.0
82,2024-01-09 12:26:00+01:00,17.0,16.0,303.0
83,2024-01-09 12:27:00+01:00,20.0,14.0,309.0
84,2024-01-09 12:28:00+01:00,9.0,8.0,310.0
85,2024-01-09 12:29:00+01:00,7.0,3.0,314.0
86,2024-01-09 12:30:00+01:00,7.0,5.0,316.0
87,2024-01-09 12:31:00+01:00,4.0,12.0,308.0
88,2024-01-09 12:32:00+01:00,8.0,15.0,301.0
89,2024-01-09 12:33:00+01:00,6.0,10.0,297.0
90,2024-01-09 12:34:00+01:00,13.0,15.0,295.0
91,2024-01-09 12:35:00+01:00,13.0,11.0,297.0
92,2024-01-09 12:36:00+01:00,10.0,7.0,300.0
93,2024-01-09 12:37:00+01:00,13.0,19.0,294.0
94,2024-01-09 12:38:00+01:00,4.0,11.0,287.0
95,2024-01-09 12:39:00+01:00,11.0,8.0,290.0
96,2024-01-09 12:40:00+01:00,10.0,22.0,278.0
97,2024-01-09 12:41:00+01:00,8.0,11.0,275.0
98,2024-01-09 12:42:00+01:00,3.0,16.0,262.0
99,2024-01-09 12:43:00+01:00,6.0,8.0,260.0
100,2024-01-09 12:44:00+01:00,9.0,17.0,252.0
101,2024-01-09 12:45:00+01:00,2.0,10.0,244.0
102,2024-01-09 12:46:00+01:00,7.0,8.0,243.0
103,2024-01-09 12:47:00+01:00,7.0,14.0,236.0
104,2024-01-09 12:48:00+01:00,2.0,6.0,232.0
105,2024-01-09 12:49:00+01:00,9.0,18.0,223.0
106,2024-01-09 12:50:00+01:00,15.0,24.0,214.0
107,2024-01-09 12:51:00+01:00,20.0,20.0,214.0
108,2024-01-09 12:52:00+01:00,12.0,14.0,212.0
109,2024-01-09 12:53:00+01:00,8.0,4.0,216.0
