"No.","Time","Source","Destination","Protocol","Length","Info"
"596","2.821889","Cisco_55:d9:90","Broadcast","802.11","313","Beacon frame, SN=2968, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"597","2.835590","Cisco_55:d9:94","Broadcast","802.11","275","Beacon frame, SN=2969, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"598","2.841825","Cisco_44:42:04","Broadcast","802.11","275","Beacon frame, SN=2904, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"599","2.852431","XiaomiCommun_d6:36:62","Cisco_ad:8c:a0","802.11","53","Null function (No data), SN=1, FN=0, Flags=...P...TC"
"600","2.864779","Xerox_00:00:00","02:f6:63:79:14:50","LLC","63","I, N(R)=0, N(S)=0; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"601","2.865838","Cisco_ea:55:40","Broadcast","802.11","313","Beacon frame, SN=1702, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"602","2.869278","Cisco_55:d9:91","Broadcast","802.11","263","Beacon frame, SN=2970, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"603","2.872975","75:47:80:56:f7:b7","93:c0:e0:ad:84:18","802.11","984","Data + CF-Ack + CF-Poll, SN=1391, FN=7, Flags=opm.....C"
"604","2.874712","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=238, FN=0, Flags=.......TC"
"605","2.875471","ea:88:89:20:b2:25","50:68:f6:65:14:91","802.11","53","Null function (No data), SN=1720, FN=12, Flags=o...R..TC"
"606","2.876214","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=238, FN=0, Flags=....R..TC"
"607","2.876966","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=238, FN=0, Flags=....R..TC"
"608","2.877263","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"609","2.878115","Cisco_ea:55:44","Broadcast","802.11","275","Beacon frame, SN=1703, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"610","2.878681","Cisco_44:42:01","Broadcast","802.11","263","Beacon frame, SN=2905, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"611","2.898415","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=240, FN=0, Flags=.......TC"
"612","2.898697","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"613","2.899097","Xerox_00:00:00","02:f6:63:79:14:50","LLC","63","I, N(R)=0, N(S)=0; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"614","2.903149","d6:08:9b:f5:3f:86","Broadcast","802.11","154","Probe Request, SN=72, FN=0, Flags=........C, SSID=""eduroam"""
"615","2.914960","Cisco_ea:55:41","Broadcast","802.11","263","Beacon frame, SN=1704, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"616","2.922055","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=241, FN=0, Flags=.......TC"
"617","2.922808","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=241, FN=0, Flags=....R..TC"
"618","2.923563","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=241, FN=0, Flags=....R..TC"
"619","2.924336","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=241, FN=0, Flags=....R..TC"
"620","2.924610","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"621","2.924870","Cisco_55:d9:90","Broadcast","802.11","313","Beacon frame, SN=2971, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"622","2.932003","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=242, FN=0, Flags=...PR..TC"
"623","2.932749","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=242, FN=0, Flags=...PR..TC"
"624","2.933476","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=242, FN=0, Flags=...PR..TC"
"625","2.934052","Cisco_44:42:00","Broadcast","802.11","313","Beacon frame, SN=2906, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"626","2.935028","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=242, FN=0, Flags=...PR..TC"
"627","2.935751","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=242, FN=0, Flags=...PR..TC"
"628","2.936023","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"629","2.936070","XiaomiCommun_d6:36:62","IPv6mcast_fb","802.11","396","QoS Data, SN=16, FN=0, Flags=.p.PR..TC"
"630","2.936153","XiaomiCommun_d6:36:62","Cisco_ad:8c:a0","802.11","53","Null function (No data), SN=2, FN=0, Flags=.......TC"
"631","2.936697","XiaomiCommun_d6:36:62","IPv6mcast_fb","802.11","396","QoS Data, SN=16, FN=0, Flags=.p..R..TC"
"632","2.936986","Cisco_55:d9:94","Broadcast","802.11","275","Beacon frame, SN=2972, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"633","2.937691","XiaomiCommun_d6:36:62","IPv6mcast_fb","802.11","396","QoS Data, SN=16, FN=0, Flags=.p..R..TC"
"634","2.937769","XiaomiCommun_d6:36:62","Cisco_ad:8c:a0","802.11","53","Null function (No data), SN=2, FN=0, Flags=....R..TC"
"635","2.938104","XiaomiCommun_d6:36:62","Cisco_ad:8c:a0","802.11","53","Null function (No data), SN=2, FN=0, Flags=....R..TC"
"636","2.938551","XiaomiCommun_d6:36:62","Cisco_ad:8c:a0","802.11","53","Null function (No data), SN=2, FN=0, Flags=....R..TC"
"637","2.946285","Cisco_44:42:04","Broadcast","802.11","275","Beacon frame, SN=2907, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"638","2.953332","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=243, FN=0, Flags=.......TC"
"639","2.953480","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"640","2.954744","Cisco_79:14:50","Broadcast","802.11","313","Beacon frame, SN=2934, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"641","2.973746","Cisco_55:d9:91","Broadcast","802.11","263","Beacon frame, SN=2973, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"642","2.977278","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=3029, FN=0, Flags=...P...TC"
"643","2.977343","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"644","2.982575","Cisco_ea:55:44","Broadcast","802.11","275","Beacon frame, SN=1706, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"645","2.983119","Cisco_44:42:01","Broadcast","802.11","263","Beacon frame, SN=2908, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"646","3.019733","Cisco_ea:55:41","Broadcast","802.11","263","Beacon frame, SN=1707, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"647","3.029005","Cisco_55:d9:90","Broadcast","802.11","313","Beacon frame, SN=2974, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"648","3.038442","Cisco_44:42:00","Broadcast","802.11","313","Beacon frame, SN=2909, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"649","3.041307","Cisco_55:d9:94","Broadcast","802.11","275","Beacon frame, SN=2975, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"650","3.050742","Cisco_44:42:04","Broadcast","802.11","275","Beacon frame, SN=2910, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"651","3.053203","56:6e:dd:bd:0d:d1","81:68:57:56:1b:cb","802.11","329","Acknowledgement (No data), SN=3336, FN=3, Flags=..mPR..TC"
"652","3.059065","Cisco_79:14:50","Broadcast","802.11","313","Beacon frame, SN=2937, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"653","3.071318","Cisco_79:14:54","Broadcast","802.11","275","Beacon frame, SN=2938, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"654","3.074725","Cisco_ea:55:40","Broadcast","802.11","313","Beacon frame, SN=1708, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"655","3.078145","Cisco_55:d9:91","Broadcast","802.11","263","Beacon frame, SN=2976, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"656","3.086992","Cisco_ea:55:44","Broadcast","802.11","275","Beacon frame, SN=1709, FN=0, Flags=........C, BI=102, SSID=""UTguest""[Malformed Packet]"
"657","3.087551","Cisco_44:42:01","Broadcast","802.11","263","Beacon frame, SN=2911, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"658","3.108150","Cisco_79:14:51","Broadcast","802.11","263","Beacon frame, SN=2939, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"659","3.114007","","ea:5a:2b:9d:72:ad (ea:5a:2b:9d:72:ad) (RA)","802.11","39","Acknowledgement, Flags=........C"
"660","3.114729","","ea:5a:2b:9d:72:ad (ea:5a:2b:9d:72:ad) (RA)","802.11","39","Acknowledgement, Flags=........C"
"661","3.123902","Cisco_ea:55:41","Broadcast","802.11","263","Beacon frame, SN=1710, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"662","3.127593","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"663","3.127750","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"664","3.127795","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"665","3.128025","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"666","3.129973","","","802.11","310","Unknown protocol version: 2"
"667","3.133563","Cisco_55:d9:90","Broadcast","802.11","313","Beacon frame, SN=2977, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"668","3.138148","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","178","QoS Data, SN=274, FN=0, Flags=.p....F.C"
"669","3.138243","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"670","3.139698","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","370","QoS Data, SN=275, FN=0, Flags=.p....F.C"
"671","3.140414","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=276, FN=0, Flags=.p....F.C"
"672","3.140479","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"673","3.140555","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=277, FN=0, Flags=.p....F.C"
"674","3.140600","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"675","3.140642","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"676","3.140710","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"677","3.140940","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"678","3.141144","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=278, FN=0, Flags=.p....F.C"
"679","3.141189","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"680","3.141452","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=279, FN=0, Flags=.p....F.C"
"681","3.141762","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=279, FN=0, Flags=.p..R.F.C"
"682","3.141805","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"683","3.142099","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=280, FN=0, Flags=.p....F.C"
"684","3.142144","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"685","3.142385","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=281, FN=0, Flags=.p....F.C"
"686","3.142428","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"687","3.142754","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=281, FN=0, Flags=.p..R.F.C"
"688","3.143071","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"689","3.143113","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"690","3.143154","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"691","3.143638","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=281, FN=0, Flags=.p..R.F.C"
"692","3.143685","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"693","3.143948","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=282, FN=0, Flags=.p....F.C"
"694","3.143997","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"695","3.144243","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=283, FN=0, Flags=.p....F.C"
"696","3.144288","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"697","3.144527","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=284, FN=0, Flags=.p....F.C"
"698","3.144844","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=284, FN=0, Flags=.p..R.F.C"
"699","3.144887","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"700","3.145335","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=285, FN=0, Flags=.p....F.C"
"701","3.145380","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"702","3.145424","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=286, FN=0, Flags=.p....F.C"
"703","3.145499","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"704","3.145808","Cisco_55:d9:94","Broadcast","802.11","275","Beacon frame, SN=2978, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"705","3.146092","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=287, FN=0, Flags=.p....F.C"
"706","3.146136","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"707","3.146384","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=287, FN=0, Flags=.p..R.F.C"
"708","3.146433","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"709","3.146786","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=288, FN=0, Flags=.p....F.C"
"710","3.147081","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=288, FN=0, Flags=.p..R.F.C"
"711","3.147124","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"712","3.147308","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=289, FN=0, Flags=.p....F.C"
"713","3.147351","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"714","3.147397","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"715","3.147439","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"716","3.147762","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=290, FN=0, Flags=.p....F.C"
"717","3.148074","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=290, FN=0, Flags=.p..R.F.C"
"718","3.148269","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"719","3.148311","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"720","3.148643","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=290, FN=0, Flags=.p..R.F.C"
"721","3.148694","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"722","3.148759","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"723","3.148966","f2:21:67:02:d4:c1","Routerboardc_e1:ab:de","802.11","178","QoS Data, SN=2664, FN=0, Flags=.p..R..TC"
"724","3.149014","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"725","3.149783","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=290, FN=0, Flags=.p..R.F.C"
"726","3.149832","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"727","3.150124","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1362","QoS Data, SN=291, FN=0, Flags=.p....F.C"
"728","3.150207","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Acknowledgement, Flags=........C"
"729","3.150249","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","45","Request-to-send, Flags=........C"
"730","3.150290","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Clear-to-send, Flags=........C"
"731","3.150356","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1358","QoS Data, SN=292, FN=0, Flags=.p....F.C"
"732","3.150398","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1358","QoS Data, SN=293, FN=0, Flags=.p....F.C"
"733","3.150467","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1358","QoS Data, SN=294, FN=0, Flags=.p....F.C"
"734","3.150630","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1358","QoS Data, SN=295, FN=0, Flags=.p....F.C"
"735","3.150977","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","1074","QoS Data, SN=296, FN=0, Flags=.p....F.C"
"736","3.151028","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"737","3.152739","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"738","3.152803","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"739","3.152857","6a:32:d5:34:86:dd","","802.11","178","QoS Data, SN=2988, FN=4, Flags=.p.....TC"
"740","3.152903","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"741","3.155999","Cisco_44:42:04","Broadcast","802.11","275","Beacon frame, SN=2913, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"742","3.159053","5b:06:f8:f9:d7:5d","5b:06:f8:f9:d7:5d (5b:06:f8:f9:d7:5d) (SA)","802.11","630","PV1 Reserved"
"743","3.166293","Cisco_79:14:50","Broadcast","802.11","313","Beacon frame, SN=2940, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"744","3.172394","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","45","Request-to-send, Flags=........C"
"745","3.172438","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Clear-to-send, Flags=........C"
"746","3.172479","37:9d:0c:3a:d4:c1","","802.11","178","QoS Data, SN=995, FN=1, Flags=.p.....TC"
"747","3.172521","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"748","3.174866","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","45","Request-to-send, Flags=........C"
"749","3.174908","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Clear-to-send, Flags=........C"
"750","3.175161","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","178","QoS Data, SN=297, FN=0, Flags=.p....F.C"
"751","3.175386","Cisco_55:d9:90 (58:ac:78:55:d9:90) (TA)","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","45","Request-to-send, Flags=........C"
"752","3.175433","","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","39","Clear-to-send, Flags=........C"
"753","3.175592","Routerboardc_e1:ab:de","f2:21:67:02:d4:c1","802.11","178","QoS Data, SN=297, FN=0, Flags=.p..R.F.C"
"754","3.175635","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (TA)","Cisco_55:d9:90 (58:ac:78:55:d9:90) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"755","3.179201","Cisco_ea:55:40","Broadcast","802.11","313","Beacon frame, SN=1711, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"756","3.180284","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=244, FN=0, Flags=...P...TC"
"757","3.180365","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"758","3.180967","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=245, FN=0, Flags=.......TC"
"759","3.181033","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"760","3.181710","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=246, FN=0, Flags=.......TC"
"761","3.181772","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"762","3.182452","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=247, FN=0, Flags=.......TC"
"763","3.182519","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"764","3.182591","Cisco_55:d9:91","Broadcast","802.11","263","Beacon frame, SN=2979, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"765","3.189220","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=248, FN=0, Flags=...P...TC"
"766","3.190662","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=249, FN=0, Flags=.......TC"
"767","3.190971","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=250, FN=0, Flags=...P...TC"
"768","3.191013","","f2:21:67:02:d4:c1 (f2:21:67:02:d4:c1) (RA)","802.11","39","Acknowledgement, Flags=........C"
"769","3.192006","Cisco_44:42:01","Broadcast","802.11","263","Beacon frame, SN=2914, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"770","3.212593","Cisco_79:14:51","Broadcast","802.11","266","Beacon frame, SN=2942, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"771","3.221163","f2:21:67:02:d4:c1","Cisco_55:d9:90","802.11","53","Null function (No data), SN=251, FN=0, Flags=....R..TC"
"772","3.228317","Cisco_ea:55:41","Broadcast","802.11","263","Beacon frame, SN=1713, FN=0, Flags=........C, BI=102, SSID=""Guest"""
"773","3.237960","Cisco_55:d9:90","Broadcast","802.11","313","Beacon frame, SN=2980, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"774","3.247452","Cisco_44:42:00","Broadcast","802.11","313","Beacon frame, SN=2915, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"775","3.250199","Cisco_55:d9:94","Broadcast","802.11","275","Beacon frame, SN=2981, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"776","3.259620","Cisco_44:42:04","Broadcast","802.11","275","Beacon frame, SN=2916, FN=0, Flags=........C, BI=102, SSID=""UTguest"""
"777","3.267180","AzureWaveTec_66:fd:23 (cc:47:40:66:fd:23) (TA)","Cisco_79:14:50 (00:f6:63:79:14:50) (RA)","802.11","45","Request-to-send, Flags=........C"
"778","3.267338","","AzureWaveTec_66:fd:23 (cc:47:40:66:fd:23) (RA)","802.11","39","Acknowledgement, Flags=........C"
"779","3.267902","Cisco_79:14:50","Broadcast","802.11","316","Beacon frame, SN=2943, FN=0, Flags=........C, BI=102, SSID=""eduroam"""
"780","3.269920","","ea:5a:2b:9d:72:ad (ea:5a:2b:9d:72:ad) (RA)","802.11","39","Acknowledgement, Flags=........C"
"781","3.270133","","","802.11","567","Unrecognized (Reserved frame), Flags=opm.R.F.C"
"782","3.272267","","ea:5a:2b:9d:72:ad (ea:5a:2b:9d:72:ad) (RA)","802.11","39","Clear-to-send, Flags=........C"
"783","3.272310","Cisco_79:14:50 (00:f6:63:79:14:50) (TA)","ea:5a:2b:9d:72:ad (ea:5a:2b:9d:72:ad) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"784","3.273322","","ea:5a:2b:9d:72:ad (ea:5a:2b:9d:72:ad) (RA)","802.11","39","Clear-to-send, Flags=........C"
"785","3.273364","Cisco_79:14:50 (00:f6:63:79:14:50) (TA)","ea:5a:2b:9d:72:ad (ea:5a:2b:9d:72:ad) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"786","3.274135","","","802.11","1333","Unknown protocol version: 3"
